norad_id,nome,tipo_objeto,pais,tamanho_rcs,periodo_min,inclinacao,apogeu_km,perigeu_km,altitude_km,velocidade_kms,risco_colisao,eh_detrito,idade_anos,data_lancamento,data_decaimento,alerta_ativo
269,COSMOS 2 (SPUTNIK 12),PAYLOAD,,,88.37,48.86,231,157,200.99,7.788,9.0,0,,,,0
270,SL-7 R/B,ROCKET BODY,,,89.99,48.89,379,169,281.06,7.741,9.0,0,,,,0
272,MIDAS 5 DEB,DEBRIS,,,114.09,86.64,2729,99,1421.17,7.152,13.0,1,,,,1
275,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.78,66.70,220,208,221.3,7.776,13.0,1,,,,1
276,FTV 1154,PAYLOAD,,,88.10,73.56,181,180,187.59,7.796,9.0,0,,,,0
281,COSMOS 3 (SPUTNIK 13),PAYLOAD,,,88.96,48.95,253,193,230.21,7.771,9.0,0,,,,0
283,SL-7 R/B,ROCKET BODY,,,89.50,48.96,295,205,256.89,7.755,9.0,0,,,,0
284,SL-3 R/B,ROCKET BODY,,,88.28,64.92,190,190,196.52,7.791,9.0,0,,,,0
285,ARIEL 1 (UK-1),PAYLOAD,,,88.25,53.76,191,185,195.04,7.791,9.0,0,,,,0
288,DELTA 1 R/B,ROCKET BODY,,,88.46,53.78,202,194,205.45,7.785,9.0,0,,,,0
290,FTV 1125,PAYLOAD,,,89.86,73.07,361,174,274.65,7.745,9.0,0,,,,0
292,FTV 1126,PAYLOAD,,,88.51,82.29,208,194,207.93,7.784,9.0,0,,,,0
293,FTV 1126 DEB,DEBRIS,,,89.80,82.27,327,202,271.7,7.746,13.0,1,,,,1
294,FTV 1126 DEB,DEBRIS,,,89.95,82.26,278,266,279.09,7.742,13.0,1,,,,1
295,MERCURY ATLAS 7,PAYLOAD,,,88.60,32.60,250,161,212.39,7.781,9.0,0,,,,0
296,ATLAS D 7 R/B,ROCKET BODY,,,88.80,32.50,292,138,222.29,7.775,9.0,0,,,,0
297,COSMOS 5 (SPUTNIK 15),PAYLOAD,,,88.64,48.96,271,144,214.37,7.78,9.0,0,,,,0
298,SL-7 R/B,ROCKET BODY,,,91.11,48.93,484,174,336.14,7.709,9.0,0,,,,0
299,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.18,67.17,1149,857,1010.01,7.349,5.5,1,,,,0
300,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,94.33,66.80,497,475,493.25,7.62,10.0,1,,,,1
301,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,91.69,66.78,374,341,364.58,7.693,13.0,1,,,,1
302,FTV 1128,PAYLOAD,,,87.90,74.10,171,171,177.66,7.802,9.0,0,,,,0
304,FTV 1127,PAYLOAD,,,88.83,74.25,243,189,223.77,7.774,9.0,0,,,,0
305,OSCAR 2,PAYLOAD,,,88.51,74.27,292,110,207.93,7.784,9.0,0,,,,0
306,FTV 1127 DEB,DEBRIS,,,89.87,74.26,359,177,275.15,7.744,13.0,1,,,,1
307,SAMOS 8 (FTV 2402),PAYLOAD,,,88.48,96.30,199,199,206.44,7.785,9.0,0,,,,0
308,FTV 2312,PAYLOAD,,,87.80,82.15,170,161,172.7,7.805,9.0,0,,,,0
309,TIROS 5,PAYLOAD,,MEDIUM,98.59,58.09,817,565,698.39,7.509,4.0,0,,,,0
310,FTV 2312 DEB,DEBRIS,,,89.51,82.11,250,250,257.39,7.755,13.0,1,,,,1
311,DELTA 1 R/B,ROCKET BODY,,MEDIUM,87.75,58.02,167,158,170.21,7.806,9.0,0,,,,0
312,DELTA 1 DEB (YO),DEBRIS,,MEDIUM,98.51,58.25,817,557,694.57,7.511,8.0,1,,,,0
313,DELTA 1 DEB (YO),DEBRIS,,MEDIUM,88.19,57.94,190,180,192.06,7.793,13.0,1,,,,1
314,FTV 2312 DEB,DEBRIS,,,90.27,82.05,288,288,294.85,7.733,13.0,1,,,,1
315,FTV 1129,PAYLOAD,,,88.24,75.09,187,187,194.54,7.792,9.0,0,,,,0
316,FTV 1151,PAYLOAD,,,87.74,76.01,163,163,169.72,7.806,9.0,0,,,,0
317,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,92.57,66.38,412,389,407.61,7.668,13.0,1,,,,1
318,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.45,66.50,211,184,204.95,7.786,13.0,1,,,,1
319,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.51,66.76,208,194,207.93,7.784,13.0,1,,,,1
320,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,100.73,66.91,886,700,800.32,7.455,5.5,1,,,,0
321,THOR ABLESTAR DEB,DEBRIS,,,88.15,67.10,183,183,190.08,7.794,13.0,1,,,,1
322,THOR ABLESTAR DEB,DEBRIS,,,90.14,66.95,298,265,288.45,7.737,13.0,1,,,,1
323,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.66,66.84,887,788,844.4,7.433,5.5,1,,,,0
324,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.89,66.86,893,803,855.28,7.427,5.5,1,,,,0
325,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.19,66.91,852,778,822.14,7.444,5.5,1,,,,0
326,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,91.10,66.93,351,306,335.65,7.709,13.0,1,,,,1
327,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.53,66.54,1004,847,932.61,7.388,5.5,1,,,,0
328,THOR ABLESTAR DEB,DEBRIS,,,92.70,66.61,467,347,413.95,7.665,13.0,1,,,,1
329,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.41,66.78,1098,929,1020.76,7.343,5.5,1,,,,0
330,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.36,66.98,902,839,877.48,7.416,5.5,1,,,,0
331,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,91.02,66.92,340,309,331.72,7.712,13.0,1,,,,1
332,THOR ABLESTAR DEB,DEBRIS,,,90.53,67.06,316,286,307.65,7.725,13.0,1,,,,1
333,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,96.96,66.70,643,584,620.26,7.551,8.0,1,,,,0
334,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.47,66.92,976,869,929.79,7.389,5.5,1,,,,0
335,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.20,66.84,843,788,822.61,7.444,5.5,1,,,,0
336,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.17,67.03,1057,947,1009.54,7.349,5.5,1,,,,0
337,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,104.62,67.01,1057,897,983.79,7.362,5.5,1,,,,0
338,COSMOS 6 (SPUTNIK 16),PAYLOAD,,,88.28,48.95,189,189,196.52,7.791,9.0,0,,,,0
339,SL-7 R/B,ROCKET BODY,,,88.95,48.93,223,223,229.71,7.771,9.0,0,,,,0
342,ATLAS AGENA B R/B,ROCKET BODY,,,88.22,96.12,198,175,193.55,7.792,9.0,0,,,,0
343,SAMOS 9 (FTV 2403),PAYLOAD,,,88.28,96.11,215,163,196.52,7.791,9.0,0,,,,0
344,FTV 1130,PAYLOAD,,,87.59,70.29,155,155,162.26,7.811,9.0,0,,,,0
345,FTV 1131,PAYLOAD,,,88.27,71.09,190,188,196.03,7.791,9.0,0,,,,0
346,COSMOS 7 (SPUTNIK 17),PAYLOAD,,,90.04,64.95,352,201,283.53,7.739,9.0,0,,,,0
347,SL-3 R/B,ROCKET BODY,,,87.77,64.91,164,164,171.21,7.806,9.0,0,,,,0
350,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.22,66.91,905,728,823.56,7.443,5.5,1,,,,0
351,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,96.89,66.74,630,589,616.89,7.553,8.0,1,,,,0
352,THOR ABLESTAR DEB,DEBRIS,,,89.52,66.48,266,235,257.88,7.754,13.0,1,,,,1
353,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.57,66.45,218,189,210.9,7.782,13.0,1,,,,1
354,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,106.71,67.06,1202,947,1081.41,7.313,5.5,1,,,,0
355,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,107.94,67.23,1316,947,1138.57,7.286,5.5,1,,,,0
356,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.05,66.96,284,270,284.02,7.739,13.0,1,,,,1
357,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.16,66.81,873,849,868.04,7.42,5.5,1,,,,0
358,THOR ABLESTAR DEB,DEBRIS,,,91.00,66.27,339,308,330.74,7.712,13.0,1,,,,1
359,THOR ABLESTAR DEB,DEBRIS,,,88.91,67.01,229,212,227.73,7.772,13.0,1,,,,1
360,FTV 1152,PAYLOAD,,,88.58,82.25,215,194,211.4,7.782,9.0,0,,,,0
361,SAMOS 10 (FTV 2404),PAYLOAD,,,88.55,96.30,203,203,209.91,7.783,9.0,0,,,,0
362,FTV 1152 DEB,DEBRIS,,,91.69,82.20,514,201,364.58,7.693,13.0,1,,,,1
363,VOSTOK 3,PAYLOAD,,,88.08,64.96,200,158,186.6,7.796,9.0,0,,,,0
364,SL-3 R/B,ROCKET BODY,,,87.53,64.82,152,152,159.27,7.813,9.0,0,,,,0
365,VOSTOK 4,PAYLOAD,,,88.22,65.00,210,163,193.55,7.792,9.0,0,,,,0
366,SL-3 R/B,ROCKET BODY,,MEDIUM,87.54,64.96,173,132,159.77,7.812,9.0,0,,,,0
367,COSMOS 8 (SPUTNIK 18),PAYLOAD,,,88.04,48.92,188,167,184.62,7.798,9.0,0,,,,0
368,SL-7 R/B,ROCKET BODY,,,88.96,49.04,236,210,230.21,7.771,9.0,0,,,,0
369,FTV 3502,PAYLOAD,,MEDIUM,96.50,98.46,646,536,598.13,7.563,4.0,0,,,,0
370,SCOUT X-2M DEB,DEBRIS,,MEDIUM,89.56,98.53,264,241,259.86,7.753,13.0,1,,,,1
371,SPUTNIK 19,PAYLOAD,,,87.50,64.86,151,151,157.78,7.814,9.0,0,,,,0
372,SL-6 R/B,ROCKET BODY,,,88.62,64.89,255,158,213.38,7.781,9.0,0,,,,0
373,SL-6 DEB,DEBRIS,,,89.11,65.59,331,131,237.63,7.766,13.0,1,,,,1
376,SL-6 DEB,DEBRIS,,,88.65,65.59,284,131,214.86,7.78,13.0,1,,,,1
377,FTV 1153,PAYLOAD,,,87.90,65.21,174,167,177.66,7.802,9.0,0,,,,0
378,SCOUT X-2M DEB,DEBRIS,,MEDIUM,88.76,98.38,223,204,220.31,7.776,13.0,1,,,,1
379,SL-6 DEB,DEBRIS,,,88.08,65.59,228,131,186.6,7.796,13.0,1,,,,1
380,SL-6 DEB,DEBRIS,,,87.99,65.59,220,131,182.13,7.799,13.0,1,,,,1
381,SPUTNIK 20,PAYLOAD,,,88.82,64.80,247,186,223.28,7.775,9.0,0,,,,0
382,SL-6 R/B,ROCKET BODY,,,87.78,64.72,165,164,171.7,7.805,9.0,0,,,,0
383,SL-6 DEB,DEBRIS,,,88.06,64.68,179,179,185.61,7.797,13.0,1,,,,1
384,SL-6 DEB,DEBRIS,,,87.41,64.72,146,146,153.31,7.816,13.0,1,,,,1
385,FTV 1132,PAYLOAD,,,88.88,82.79,236,202,226.25,7.773,9.0,0,,,,0
386,SL-6 DEB,DEBRIS,,,89.63,65.31,359,153,263.31,7.751,13.0,1,,,,1
387,SL-6 DEB,DEBRIS,,,90.04,65.33,341,212,283.53,7.739,13.0,1,,,,1
388,SCOUT X-2M R/B,ROCKET BODY,,MEDIUM,87.28,98.52,144,135,146.83,7.82,9.0,0,,,,0
390,SL-6 R/B,ROCKET BODY,,,87.54,64.80,152,152,159.77,7.812,9.0,0,,,,0
391,SL-6 DEB,DEBRIS,,,88.02,64.75,177,177,183.62,7.798,13.0,1,,,,1
392,SL-6 DEB,DEBRIS,,,88.14,64.83,203,162,189.58,7.795,13.0,1,,,,1
393,SL-6 DEB,DEBRIS,,,87.92,64.83,181,162,178.66,7.801,13.0,1,,,,1
394,SL-6 DEB,DEBRIS,,,87.80,64.83,169,162,172.7,7.805,13.0,1,,,,1
395,SL-6 DEB,DEBRIS,,,88.69,64.75,230,190,216.84,7.779,13.0,1,,,,1
396,FTV 1133/ERS 2,PAYLOAD,,,88.06,81.83,179,179,185.61,7.797,9.0,0,,,,0
397,TIROS 6,PAYLOAD,,MEDIUM,96.26,58.30,588,571,586.57,7.569,4.0,0,,,,0
398,DELTA 1 R/B,ROCKET BODY,,LARGE,88.15,58.24,188,178,190.08,7.794,9.0,0,,,,0
399,DELTA 1 DEB (YO),DEBRIS,,MEDIUM,88.03,58.37,182,172,184.12,7.798,13.0,1,,,,1
400,DELTA 1 DEB (YO),DEBRIS,,MEDIUM,87.98,58.15,180,169,181.64,7.799,13.0,1,,,,1
401,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,91.26,67.00,346,327,343.5,7.705,13.0,1,,,,1
402,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,97.74,66.65,672,630,657.7,7.531,6.5,1,,,,0
403,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,104.25,66.84,977,942,966.43,7.37,5.5,1,,,,0
404,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,111.41,66.47,1717,866,1298.66,7.209,5.5,1,,,,0
405,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.36,66.89,1076,947,1018.43,7.345,5.5,1,,,,0
406,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.14,66.78,1084,918,1008.14,7.35,5.5,1,,,,0
407,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.43,66.26,207,186,203.96,7.786,13.0,1,,,,1
408,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,104.56,66.78,1017,931,980.97,7.363,5.5,1,,,,0
409,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,100.77,66.71,841,749,802.22,7.454,5.5,1,,,,0
410,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,104.60,66.69,986,965,982.85,7.362,5.5,1,,,,0
411,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,95.31,66.88,560,507,540.72,7.594,8.0,1,,,,0
412,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.61,67.18,326,283,311.58,7.723,13.0,1,,,,1
413,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,91.06,66.44,336,317,333.69,7.71,13.0,1,,,,1
414,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,104.53,66.44,1002,942,979.57,7.364,5.5,1,,,,0
415,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.84,67.62,287,246,273.67,7.745,13.0,1,,,,1
416,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.79,66.50,900,787,850.55,7.429,5.5,1,,,,0
417,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.36,66.75,867,779,830.2,7.44,5.5,1,,,,0
418,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.39,67.63,201,189,201.98,7.787,13.0,1,,,,1
419,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.30,66.84,308,271,296.33,7.732,13.0,1,,,,1
420,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,100.41,66.81,841,715,785.13,7.463,5.5,1,,,,0
421,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,91.41,66.68,350,338,350.86,7.701,13.0,1,,,,1
422,COSMOS 9,PAYLOAD,,,90.90,64.99,340,297,325.83,7.715,9.0,0,,,,0
423,SL-3 R/B,ROCKET BODY,,,88.71,64.94,211,211,217.83,7.778,9.0,0,,,,0
424,ALOUETTE 1 (S-27),PAYLOAD,,LARGE,105.14,80.47,1017,985,1008.14,7.35,1.5,0,,,,0
425,SL-3 DEB,DEBRIS,,,90.15,64.99,282,282,288.95,7.736,13.0,1,,,,1
426,THOR AGENA B R/B,ROCKET BODY,,LARGE,105.20,80.47,1017,991,1010.94,7.348,1.5,0,,,,0
427,FTV 1154,PAYLOAD,,,89.07,65.40,260,197,235.65,7.767,9.0,0,,,,0
428,SL-3 DEB,DEBRIS,,,90.43,64.99,295,295,302.73,7.728,13.0,1,,,,1
429,SL-3 DEB,DEBRIS,,,90.35,64.99,292,292,298.79,7.731,13.0,1,,,,1
430,SL-3 DEB,DEBRIS,,,89.93,64.99,271,271,278.11,7.743,13.0,1,,,,1
431,SL-3 DEB,DEBRIS,,,90.57,64.99,308,297,309.61,7.724,13.0,1,,,,1
433,MERCURY ATLAS 8,PAYLOAD,,,88.92,32.55,286,156,228.23,7.772,9.0,0,,,,0
434,ATLAS D R/B,ROCKET BODY,,,88.85,32.55,277,157,224.76,7.774,9.0,0,,,,0
435,SL-3 DEB,DEBRIS,,,89.63,64.99,256,256,263.31,7.751,13.0,1,,,,1
436,FTV 1134,PAYLOAD,,,88.31,81.96,191,191,198.01,7.79,9.0,0,,,,0
437,COSMOS 10,PAYLOAD,,,90.17,65.00,369,197,289.93,7.736,9.0,0,,,,0
438,SL-3 R/B,ROCKET BODY,,,88.48,64.90,203,196,206.44,7.785,9.0,0,,,,0
441,COSMOS 11,PAYLOAD,,,87.73,48.93,166,158,169.22,7.807,9.0,0,,,,0
442,SL-7 R/B,ROCKET BODY,,,88.90,48.94,237,203,227.24,7.772,9.0,0,,,,0
443,SPUTNIK 22,PAYLOAD,,,89.13,65.11,261,202,238.61,7.766,9.0,0,,,,0
444,STARAD (FTV 1401),PAYLOAD,,,90.06,71.21,398,157,284.51,7.739,9.0,0,,,,0
445,EXPLORER 15 (SERB 53B),PAYLOAD,,,94.12,18.02,800,152,483.06,7.626,9.0,0,,,,0
446,ANNA 1B,PAYLOAD,,MEDIUM,107.84,50.14,1179,1074,1133.93,7.288,1.5,0,,,,0
447,THOR ABLESTAR R/B,ROCKET BODY,,LARGE,107.53,50.13,1162,1063,1119.54,7.295,1.5,0,,,,0
448,SL-6 R/B,ROCKET BODY,,,88.25,65.09,218,158,195.04,7.791,9.0,0,,,,0
449,SL-6 DEB,DEBRIS,,,88.15,65.09,208,158,190.08,7.794,13.0,1,,,,1
451,SPUTNIK 24,PAYLOAD,,,87.90,64.85,171,171,177.66,7.802,9.0,0,,,,0
452,SL-6 DEB,DEBRIS,,,88.86,64.85,251,185,225.26,7.774,13.0,1,,,,1
453,FTV 1136,PAYLOAD,,,88.92,74.97,260,182,228.23,7.772,9.0,0,,,,0
454,SL-6 R/B,ROCKET BODY,,,88.16,64.68,208,158,190.57,7.794,9.0,0,,,,0
456,SPUTNIK 22 DEB,DEBRIS,,,88.97,64.84,264,183,230.7,7.77,13.0,1,,,,1
457,SPUTNIK 22 DEB,DEBRIS,,,88.15,64.85,226,140,190.08,7.794,13.0,1,,,,1
458,SPUTNIK 22 DEB,DEBRIS,,,88.92,64.92,246,196,228.23,7.772,13.0,1,,,,1
459,SPUTNIK 22 DEB,DEBRIS,,,89.16,64.87,295,171,240.1,7.765,13.0,1,,,,1
460,SPUTNIK 22 DEB,DEBRIS,,,88.96,64.73,264,182,230.21,7.771,13.0,1,,,,1
461,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,95.50,67.49,560,525,549.9,7.589,8.0,1,,,,0
462,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.26,67.55,296,279,294.36,7.733,13.0,1,,,,1
463,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,98.82,66.77,739,665,709.38,7.503,6.5,1,,,,0
464,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.28,67.57,245,233,246.03,7.761,13.0,1,,,,1
465,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,99.93,66.32,783,728,762.3,7.475,5.5,1,,,,0
466,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.21,66.73,191,181,193.05,7.793,13.0,1,,,,1
467,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,106.08,66.56,1229,861,1052.05,7.328,5.5,1,,,,0
468,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,91.06,66.56,343,310,333.69,7.71,13.0,1,,,,1
469,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,100.34,66.83,819,731,781.8,7.465,5.5,1,,,,0
470,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.18,66.23,913,811,868.98,7.42,5.5,1,,,,0
471,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.95,66.79,237,209,229.71,7.771,13.0,1,,,,1
472,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.66,66.70,213,203,215.36,7.779,13.0,1,,,,1
473,THOR ABLESTAR DEB,DEBRIS,,,92.64,67.15,420,388,411.02,7.666,13.0,1,,,,1
474,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,89.35,66.20,246,239,249.49,7.759,13.0,1,,,,1
475,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,101.13,66.22,906,719,819.3,7.446,5.5,1,,,,0
476,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.97,67.01,240,208,230.7,7.77,13.0,1,,,,1
477,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,90.86,66.58,335,299,323.87,7.716,13.0,1,,,,1
478,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,96.25,66.06,603,555,586.09,7.569,8.0,1,,,,0
479,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.47,66.62,206,191,205.94,7.785,13.0,1,,,,1
480,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,99.84,66.24,803,699,758.02,7.477,6.5,1,,,,0
481,FTV 1135,PAYLOAD,,,88.34,65.13,193,193,199.5,7.789,9.0,0,,,,0
482,SPUTNIK 22 DEB,DEBRIS,,,88.96,64.75,279,168,230.21,7.771,13.0,1,,,,1
483,SPUTNIK 22 DEB,DEBRIS,,,88.72,64.74,253,170,218.33,7.778,13.0,1,,,,1
484,SPUTNIK 22 DEB,DEBRIS,,,89.40,64.87,313,177,251.96,7.758,13.0,1,,,,1
485,SPUTNIK 22 DEB,DEBRIS,,,89.57,64.73,342,164,260.35,7.753,13.0,1,,,,1
486,SPUTNIK 22 DEB,DEBRIS,,,89.38,64.87,310,178,250.97,7.758,13.0,1,,,,1
487,SPUTNIK 22 DEB,DEBRIS,,,90.58,64.87,429,178,310.11,7.724,13.0,1,,,,1
488,SL-6 DEB,DEBRIS,,,89.47,64.71,316,181,255.41,7.756,13.0,1,,,,1
489,SL-6 DEB,DEBRIS,,,89.48,64.73,259,239,255.91,7.756,13.0,1,,,,1
490,FTV 1155,PAYLOAD,,,88.36,65.19,262,124,200.49,7.788,9.0,0,,,,0
491,SPUTNIK 22 DEB,DEBRIS,,,88.60,64.95,244,166,212.39,7.781,13.0,1,,,,1
492,SPUTNIK 22 DEB,DEBRIS,,,89.89,64.79,367,171,276.13,7.744,13.0,1,,,,1
493,SPUTNIK 22 DEB,DEBRIS,,,88.70,64.95,291,130,217.34,7.778,13.0,1,,,,1
494,SPUTNIK 22 DEB,DEBRIS,,,89.65,64.95,343,171,264.3,7.751,13.0,1,,,,1
495,SPUTNIK 22 DEB,DEBRIS,,,88.58,64.76,233,176,211.4,7.782,13.0,1,,,,1
496,SPUTNIK 22 DEB,DEBRIS,,,87.70,64.69,177,145,167.73,7.808,13.0,1,,,,1
497,SPUTNIK 22 DEB,DEBRIS,,,88.43,64.93,233,160,203.96,7.786,13.0,1,,,,1
498,SPUTNIK 22 DEB,DEBRIS,,,90.28,64.96,394,182,295.35,7.733,13.0,1,,,,1
499,SPUTNIK 22 DEB,DEBRIS,,,90.11,64.96,379,181,286.98,7.737,13.0,1,,,,1
500,SPUTNIK 22 DEB,DEBRIS,,,89.49,64.76,421,77,256.4,7.755,13.0,1,,,,1
501,SPUTNIK 22 DEB,DEBRIS,,,89.79,64.55,357,171,271.2,7.747,13.0,1,,,,1
502,BLACK SPHERE,PAYLOAD,,,88.90,70.23,270,171,227.24,7.772,9.0,0,,,,0
504,INJUN 3,PAYLOAD,,,87.95,70.21,185,161,180.15,7.8,9.0,0,,,,0
505,FTV 1156,PAYLOAD,,,89.01,70.95,274,177,232.68,7.769,9.0,0,,,,0
506,EXPLORER 16,PAYLOAD,,MEDIUM,103.91,52.00,1145,742,950.47,7.379,1.5,0,,,,0
507,SURCAL 1,PAYLOAD,,,91.21,70.24,475,193,341.05,7.706,9.0,0,,,,0
508,SURCAL 1A,PAYLOAD,,,88.67,70.24,253,164,215.85,7.779,9.0,0,,,,0
509,TRANSIT 5A,PAYLOAD,,LARGE,88.50,90.55,203,197,207.43,7.784,9.0,0,,,,0
510,THOR AGENA B DEB,DEBRIS,,MEDIUM,105.10,80.51,1011,987,1006.26,7.351,5.5,1,,,,0
511,THOR AGENA B DEB,DEBRIS,,MEDIUM,105.22,80.43,1028,981,1011.88,7.348,5.5,1,,,,0
512,SPUTNIK 22 DEB,DEBRIS,,,90.66,64.92,441,173,314.04,7.722,13.0,1,,,,1
513,CALSPHERE 1A,PAYLOAD,,,88.25,70.16,216,159,195.04,7.791,9.0,0,,,,0
514,SCOUT X-3 DEB,DEBRIS,,,90.27,90.60,288,288,294.85,7.733,13.0,1,,,,1
516,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,103.39,65.99,975,863,926.03,7.391,5.5,1,,,,0
517,COSMOS 12,PAYLOAD,,,90.39,64.92,388,200,300.76,7.729,9.0,0,,,,0
518,SL-3 R/B,ROCKET BODY,,,88.06,64.87,198,159,185.61,7.797,9.0,0,,,,0
519,SCOUT X-3 R/B,ROCKET BODY,,LARGE,87.85,90.59,174,162,175.18,7.803,9.0,0,,,,0
520,THOR AGENA D R/B,ROCKET BODY,,,87.94,70.19,193,151,179.65,7.801,9.0,0,,,,0
521,SPUTNIK 25,PAYLOAD,,,87.53,64.63,152,152,159.27,7.813,9.0,0,,,,0
522,SPUTNIK 25 DEB,DEBRIS,,,87.98,64.75,175,174,181.64,7.799,13.0,1,,,,1
523,SCOUT X-3 DEB (YO),DEBRIS,,MEDIUM,90.39,90.42,302,285,300.76,7.729,13.0,1,,,,1
524,SPUTNIK 25 DEB,DEBRIS,,,88.32,64.73,219,163,198.51,7.789,13.0,1,,,,1
525,FTV 1157,PAYLOAD,,,88.70,82.19,256,164,217.34,7.778,9.0,0,,,,0
526,FTV 1157 DEB,DEBRIS,,,88.82,82.23,252,180,223.28,7.775,13.0,1,,,,1
527,FTV 2313,PAYLOAD,,,88.19,81.88,185,185,192.06,7.793,9.0,0,,,,0
528,FTV 2313 DEB,DEBRIS,,,91.43,81.86,356,333,351.84,7.7,13.0,1,,,,1
529,FTV 2313 DEB,DEBRIS,,,89.45,81.82,257,238,254.43,7.756,13.0,1,,,,1
530,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,102.90,66.88,954,838,902.95,7.403,5.5,1,,,,0
531,THOR ABLESTAR DEB,DEBRIS,,,88.62,66.00,206,206,213.38,7.781,13.0,1,,,,1
532,DELTA 1 R/B,ROCKET BODY,,MEDIUM,100.76,32.55,1430,160,801.75,7.455,9.0,0,,,,0
533,FTV 0240,PAYLOAD,,LARGE,87.80,100.41,173,158,172.7,7.805,9.0,0,,,,0
534,SCOUT X-3M R/B,ROCKET BODY,,MEDIUM,87.78,100.41,171,158,171.7,7.805,9.0,0,,,,0
535,SCOUT X-3M DEB,DEBRIS,,,89.17,100.36,248,219,240.59,7.765,13.0,1,,,,1
536,SCOUT X-3M DEB,DEBRIS,,MEDIUM,91.62,100.47,369,340,361.15,7.695,13.0,1,,,,1
537,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,105.49,67.22,1150,885,1024.5,7.342,5.5,1,,,,0
538,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,98.26,67.81,683,668,682.61,7.517,6.5,1,,,,0
